cv_avg_train_error, cv_avg_test_error
0.10468002585649643, 0.13325581395348837
0.12366515837104071, 0.13157622739018085
0.11154492566257268, 0.13291989664082685
0.10471881060116353, 0.16069767441860464
0.105484496124031, 0.15608808290155438
