cv_avg_train_error, cv_avg_test_error
0.10009696186166771 0.1499483204134367
0.8768584356819651 0.872093023255814
0.10571428571428569 0.1195607235142119
0.08968325791855201 0.14777777777777779
0.09301033591731266 0.12484455958549225
