cv_avg_train_error, cv_avg_test_error
0.10904977375565608 0.16503875968992243
0.11853264382676146 0.1323514211886305
0.11954751131221716 0.14291989664082685
0.10800904977375562 0.17726098191214473
0.11351421188630491 0.15665803108808288
